Gene_Name,Pseudogene_ID
JAKI3S1,ENSSG699808349
JAKNLYP2,ENSSG019176952
JAKBPP1,ENSSG581214028
HLA2YJ3,ENSSG156828451
GATA5TC,ENSSG496509653
CDKNPDA1,ENSSG914686931
EGFR0U2,ENSSG654053669
TPNTJ2,ENSSG511940282
LINCS161,ENSSG721606980
MYCLBB,ENSSG972327649
JAKAR1A1,ENSSG759475446
SOXOAL,ENSSG272726127
EGFRQCPA1,ENSSG900336589
EGFRD36P2,ENSSG535675131
TPAO5A1,ENSSG475312070
EGFRU9SP1,ENSSG759426276
MYCAU1P2,ENSSG270544532
JAKEB1B,ENSSG521027637
MAPK4JRC,ENSSG793092192
TPF5W3,ENSSG420402119
STATY99A1,ENSSG080888007
MAPKWNT2,ENSSG667354901
HLAZE51,ENSSG392126207
MAPKDDFB,ENSSG904851048
TPPYA1,ENSSG486279189
HBB6JB,ENSSG562638567
AKTUKL2,ENSSG958928203
FGFRFD9B,ENSSG802944291
FGFR3UA1,ENSSG797238665
FGFRJYB,ENSSG459052339
MAPK5M9P2,ENSSG824515218
LINCVA6P2,ENSSG059738971
STATEBL,ENSSG303742698
HLA1TL,ENSSG753067903
MYCKYP1,ENSSG411378164
BRCAOAV2,ENSSG159796814
MAPKSH8P1,ENSSG635814705
TPHBL,ENSSG142243009
BRCACBFL,ENSSG055263959
FGFRPNH2,ENSSG853025370
HLA707A1,ENSSG134614544
FGFR062,ENSSG678040634
LINCDCA1,ENSSG431516120
TPUF1,ENSSG261861259
MAPKS8C2,ENSSG037797785
HLA1C3,ENSSG461257730
FGFRIVG1,ENSSG874437973
HBBTPCA1,ENSSG201306258
STAT0GA1,ENSSG453644073
STAT7VL,ENSSG980869392
FGFR1G2,ENSSG839414537
MYCHV3,ENSSG254152279
BRCADCL,ENSSG007704692
HLAOAL,ENSSG654800689
BRCAFC8B,ENSSG365728899
SOXASHL,ENSSG401767276
MAPKG32C,ENSSG910249638
FGFRHVC,ENSSG177198377
MAPKVY1C,ENSSG538640258
STATII8P2,ENSSG942728526
BRCA8OL,ENSSG533018873
AKT57L,ENSSG989947934
TPXUPC,ENSSG574720128
BRCA0U1,ENSSG007123144
GATAGJA1,ENSSG766250668
GATAQ9OA1,ENSSG912840601
MAPK1UC,ENSSG242617576
JAK0JOA1,ENSSG784601484
FGFREB51,ENSSG624558828
EGFRZVFA1,ENSSG085643185
GATA8IZ1,ENSSG408192843
FGFRYCP2,ENSSG042037536
STATVYHB,ENSSG411610522
MYCE4TP1,ENSSG473377888
LINCY81,ENSSG419701009
SOX55L,ENSSG132827168
CDKCDP2,ENSSG954404168
HLA0ZZL,ENSSG990087859
LINCKFP1,ENSSG461324693
CDK830L,ENSSG166630281
MAPKJTL,ENSSG790401843
JAK28A1,ENSSG691527353
GATAN7BA1,ENSSG970020737
JAK50IP1,ENSSG730880479
HBBL17P2,ENSSG412775674
HBBYC1,ENSSG176928383
EGFR3CZA1,ENSSG338621422
TPLL42,ENSSG159821004
HLAV42,ENSSG680156169
JAKUSP1,ENSSG148829644
MAPKDAXB,ENSSG853279174
MAPKSAL,ENSSG917096483
HBBMYLP2,ENSSG662821846
MYCZ37P1,ENSSG497285946
FGFRS8B,ENSSG821230906
LINC922,ENSSG837016913
MAPKBY5P1,ENSSG463191955
CDK6WYP1,ENSSG853569772
GATA693C,ENSSG426649080
BRCAHDA1,ENSSG514893133
STATJ4P2,ENSSG488674581
AKTVDVP1,ENSSG168865192
MYCIE2,ENSSG665785685
SOXAD2A1,ENSSG925643938
FGFROV1,ENSSG031404149
LINC9Q2,ENSSG295238663
TPGLEP1,ENSSG433371071
AKTP3L,ENSSG025782396
HBBUVF1,ENSSG762859601
HLAWZB,ENSSG233316172
JAKV5L,ENSSG842837549
AKTL41,ENSSG708188197
MYCTN3,ENSSG403536037
STAT3QRP1,ENSSG455508861
MAPKZ4JP1,ENSSG456932805
SOXGH1,ENSSG988474317
FGFRSMZ3,ENSSG617473522
MAPKZ251,ENSSG910114425
AKT433,ENSSG171333649
LINCWYP2,ENSSG481179120
CDKW91,ENSSG617697724
MAPKN0KP2,ENSSG351827233
CDKXLCP2,ENSSG700741804
AKTOIP2,ENSSG418086497
CDKXIN1,ENSSG293287425
SOXLD4B,ENSSG707661806
EGFRXV8P2,ENSSG025658685
HLAF51,ENSSG147488711
TP481,ENSSG960018049
FGFR7FMP1,ENSSG726821905
MAPKJ01,ENSSG829527044
TPHNLA1,ENSSG928365823
CDKY4P2,ENSSG016992496
SOXMO91,ENSSG135909643
STATDSBB,ENSSG569402721
AKT5802,ENSSG586051358
JAKSXA1,ENSSG513076788
FGFRV9P1,ENSSG304607013
STAT5YL,ENSSG043029851
HBBCDYB,ENSSG682100191
GATA3FC,ENSSG157309888
FGFRARL,ENSSG960340466
FGFRJGP1,ENSSG213564431
EGFRY5A1,ENSSG390453579
JAKH52,ENSSG349911078
CDK6VA1,ENSSG723836906
GATANM1,ENSSG055342833
LINCMD02,ENSSG321728703
MYCVV1,ENSSG553655272
FGFRLYL,ENSSG595185633
GATA6E3,ENSSG997170907
SOXQRA1,ENSSG001475355
FGFRACHA1,ENSSG838176297
STAT3U1,ENSSG268406168
FGFRXYAP1,ENSSG500829862
FGFRYDZB,ENSSG737209160
MYCY7CL,ENSSG986699157
SOXQ32,ENSSG139151016
MAPKL8PB,ENSSG536093992
AKTXML,ENSSG885194828
STAT0RLP1,ENSSG967065202
SOXX1GP1,ENSSG059485799
AKTL8HC,ENSSG306625253
STATK8A1,ENSSG462429735
EGFRGUL,ENSSG535431149
MYC1KZP2,ENSSG971040092
AKTI8JP2,ENSSG725157859
BRCAL3P1,ENSSG415641285
TPZCC,ENSSG237402321
JAK0791,ENSSG652119914
MYCET61,ENSSG827868441
MAPKIIL3,ENSSG521572262
HLA0T92,ENSSG270552704
CDKF4T1,ENSSG563158446
MYCECOL,ENSSG151397731
JAK5XLP1,ENSSG629632937
MAPKQZKC,ENSSG152063865
MAPKFM1,ENSSG776461301
TP0YUA1,ENSSG595209863
CDKU73,ENSSG615274663
MYCATB,ENSSG759581098
TPXEP2,ENSSG379186259
BRCATF7B,ENSSG365878055
STATSWIB,ENSSG180650865
MYCUEP1,ENSSG545003889
GATAB9D1,ENSSG290903924
MYCKE3,ENSSG367759002
LINCDUP1,ENSSG528823794
BRCAEPML,ENSSG327693254
GATAFUS1,ENSSG653157491
EGFRL6V1,ENSSG166238644
BRCAU6P1,ENSSG931664073
MAPKFX4P1,ENSSG608939474
BRCAPXMA1,ENSSG984769938
MYC6LB,ENSSG238597194
HBBOY8A1,ENSSG757177553
LINC6PC,ENSSG672599296
HLAFCUB,ENSSG206074229
MYCZXL,ENSSG246089027
EGFRURL,ENSSG361413245
JAK30ZC,ENSSG555360363
CDKXAB,ENSSG552656222
EGFRAL41,ENSSG770776521
EGFR6G7C,ENSSG118411582
STATP12,ENSSG656792769
FGFRYRA1,ENSSG290935915
AKT5OAA1,ENSSG173301277
JAKLOZ3,ENSSG285896350
BRCAAK3,ENSSG622210344
HBBXZP2,ENSSG796580309
AKTP4HC,ENSSG378992699
JAK1H91,ENSSG132365981
CDKM41,ENSSG033450778
EGFRSC7C,ENSSG890372630
MAPKG1FP2,ENSSG552309495
EGFRZR2,ENSSG394542506
CDKQGL,ENSSG143833485
STATF3B,ENSSG296024123
STATABL,ENSSG292836594
FGFRZ53,ENSSG513604006
HLAL16P1,ENSSG828028530
AKT3U2A1,ENSSG210896496
JAK37UB,ENSSG257550583
FGFRZWUC,ENSSG450123372
BRCAQ4XB,ENSSG216542356
MYC2XL,ENSSG664381982
HLAD1J3,ENSSG430050745
HLA2QFP1,ENSSG270644926
TPGZ1,ENSSG533474656
FGFRTSB1,ENSSG602121426
TP4N7L,ENSSG838887090
HLADJIL,ENSSG250389011
BRCABE3,ENSSG574856224
HBBN41,ENSSG575201549
HBBHH1,ENSSG806767109
JAKPYC,ENSSG822858057
STATYRB,ENSSG398736245
HBBXZC,ENSSG755120949
AKT2OVP1,ENSSG464497944
SOXT3A1,ENSSG565003279
MAPK67AC,ENSSG394069182
TP6AGA1,ENSSG318524749
FGFR4PP1,ENSSG541228806
GATA8K71,ENSSG542333157
HLAWAP2,ENSSG773703020
GATAHEI2,ENSSG383222760
CDKMU1,ENSSG073197718
HLAEFKC,ENSSG580385563
LINCAPUB,ENSSG685445147
STATBARA1,ENSSG717679975
SOXEAI3,ENSSG842958460
MAPK7XBC,ENSSG918388682
CDK741,ENSSG102498642
EGFRB28A1,ENSSG073401203
CDKO9C,ENSSG531979533
AKTMHDC,ENSSG075625216
GATANQP1,ENSSG672288722
HBBXL3,ENSSG901223628
FGFRT71,ENSSG299270510
FGFRHRG2,ENSSG526729646
JAK3K4C,ENSSG628478746
HBB681,ENSSG891054129
STATYV3,ENSSG628228268
MYCH26L,ENSSG337104660
CDKQVOA1,ENSSG206444219
BRCAV5B,ENSSG328116865
BRCAWQA1,ENSSG093839893
EGFRZ9EB,ENSSG010652583
EGFRFZE2,ENSSG732180415
AKTC01,ENSSG873984445
AKTR2RP1,ENSSG116328279
MAPKOEIP1,ENSSG083996383
EGFRKZ3,ENSSG636114244
FGFRZ7PB,ENSSG797049776
SOXOF1,ENSSG305466853
AKTT32L,ENSSG152374110
HBBY5B,ENSSG420925856
MYCA5B,ENSSG668862556
MYCQB3,ENSSG262907703
CDKM2P1,ENSSG251508253
BRCAT2VP2,ENSSG129479726
BRCAG9D1,ENSSG528902223
JAKV6U1,ENSSG828608236
MYCWW3,ENSSG921113770
MYCBK1,ENSSG530830810
FGFRHAB,ENSSG743065897
MYCIW1B,ENSSG225360522
STATYOK2,ENSSG576049457
CDKSQVP1,ENSSG022112323
FGFRJL01,ENSSG947589098
FGFRV0TL,ENSSG304626460
HLAT71,ENSSG124336142
MYCOZFL,ENSSG689133121
FGFRYJ5P2,ENSSG000115612
GATAQ3C,ENSSG120718355
LINC42GP2,ENSSG032406051
LINCP1L,ENSSG763312106
JAKKNR2,ENSSG342339173
CDK5Z91,ENSSG355606109
HLAU8B,ENSSG485344034
GATAOVNB,ENSSG919621947
FGFR5BP2,ENSSG780599018
FGFRYU2,ENSSG516072624
HLAPH2,ENSSG245647982
STATC2QL,ENSSG523419208
HBBNOJ3,ENSSG722746826
CDKSX3B,ENSSG387985753
GATAGDL,ENSSG283141100
FGFR4VB,ENSSG093701416
HLAOB2,ENSSG219573425
LINCCG51,ENSSG302033135
SOXYR1,ENSSG558848774
STATTXB,ENSSG555275282
JAKDQ4C,ENSSG680648380
GATAJNC,ENSSG339863226
SOX8DWL,ENSSG483678123
TPGE1,ENSSG402886199
JAKTEP1,ENSSG839623024
AKTUJZ2,ENSSG368263170
SOXY8P2,ENSSG892389217
FGFRH0WA1,ENSSG465813812
GATAPZP2,ENSSG254318748
CDKEGA3,ENSSG876149481
CDK7ZP1,ENSSG649691780
JAKZV3,ENSSG477486970
HBB0YXL,ENSSG670647394
LINCF8WP2,ENSSG580667049
EGFR9YP1,ENSSG633733011
TPU7A1,ENSSG323215326
STATHHSC,ENSSG457111221
BRCAKLP2,ENSSG325029866
EGFRA0XC,ENSSG928346309
MAPKG1C,ENSSG833477394
AKTMRCP1,ENSSG411213750
EGFRELXP2,ENSSG945999627
SOXTZP1,ENSSG258263968
CDKSUGA1,ENSSG800442229
HLAZBZC,ENSSG449145981
GATAKF5L,ENSSG521245477
GATASJ7B,ENSSG367305219
MAPKHIP1,ENSSG685425997
TPQMC,ENSSG334453395
TP0NB,ENSSG617399710
SOXNDB,ENSSG863396955
TPP72,ENSSG434462829
LINCP52,ENSSG130817551
MAPK79C,ENSSG725261311
MYCTGGA1,ENSSG828483066
SOX09C,ENSSG349171592
MYC2UB,ENSSG217053286
AKT3P7C,ENSSG685131214
FGFRDJ1,ENSSG545581882
EGFR3UEP1,ENSSG478620436
HBB6PP2,ENSSG271787407
MAPKVM2,ENSSG280782525
SOXB7TP2,ENSSG461234642
STATNFIA1,ENSSG366415411
SOXLB1,ENSSG994581321
SOX5CL,ENSSG644194038
LINCIARP1,ENSSG360585622
JAK12P1,ENSSG222094655
EGFRQX2,ENSSG347278618
STATQNU1,ENSSG059605454
MYCGTJ2,ENSSG065821848
FGFRVLG2,ENSSG986981630
MYCH8A1,ENSSG114017858
HBBTJB,ENSSG122243858
AKTFCP1,ENSSG392999433
TPJ93P2,ENSSG970384537
AKTH47B,ENSSG866401220
MAPKKIC,ENSSG161218314
SOXO58C,ENSSG625138613
AKT5COC,ENSSG965206872
GATAXEC,ENSSG066181320
MYCADP3,ENSSG272696755
MYCV51,ENSSG575164503
TPD9JA1,ENSSG429773984
HLAG523,ENSSG863368220
HBB8IA1,ENSSG069215701
TP2BP2,ENSSG088423705
MYC0PYL,ENSSG984224169
TPXEC,ENSSG021087593
HLA903,ENSSG353482862
AKTZQH3,ENSSG424477513
SOXO172,ENSSG884850999
LINC9J2,ENSSG208246239
MAPKYWB,ENSSG793973208
MYCAY61,ENSSG122370948
GATAPIC,ENSSG728906921
SOXKR1,ENSSG639313591
JAKEQ41,ENSSG146539194
LINCDJC,ENSSG117151892
HBBL9P2,ENSSG169891281
FGFRXGX3,ENSSG739740770
SOXYQTP1,ENSSG565003352
TPLWL,ENSSG096959879
STATGLH3,ENSSG934425503
MAPKZAY1,ENSSG957020436
LINCK6B,ENSSG979775488
HBBO63,ENSSG155557667
HBBBX7C,ENSSG425474386
MAPKXY7P2,ENSSG551827179
AKTMAG1,ENSSG199922624
TPOY2,ENSSG211735941
GATAN1C,ENSSG186080329
CDKYWWL,ENSSG653230024
LINCHTC,ENSSG783609535
HLANKUP2,ENSSG789308281
CDKK83,ENSSG292470881
HLAMK3,ENSSG168060015
HLAVWPA1,ENSSG237204989
HBBCEC,ENSSG692986842
TPNR3,ENSSG329363341
MAPKTJ6L,ENSSG823097845
CDK7MYB,ENSSG138051674
CDKY6MC,ENSSG937148577
HBBFS1,ENSSG691910053
JAK5TN2,ENSSG146299747
LINCWG1B,ENSSG380033946
JAKPHQP2,ENSSG672218333
TPDBP1,ENSSG655563810
TP1EZP2,ENSSG728078403
JAK3VL,ENSSG473674180
TPW9L,ENSSG836692397
SOXW8C,ENSSG361012435
FGFRYMOP1,ENSSG965702682
MAPKTRR1,ENSSG389704936
CDKGK1,ENSSG952676102
STATDKP1,ENSSG901147403
FGFRDGP2,ENSSG034259101
SOX6OLC,ENSSG811287263
BRCAX0P2,ENSSG492392095
JAK6R6A1,ENSSG482333470
FGFRASC,ENSSG316708302
TPSA9L,ENSSG858029480
TPUGC,ENSSG032324228
HLALV3,ENSSG124172822
FGFRMVL1,ENSSG355385865
MYCUYHC,ENSSG343432896
JAKD52,ENSSG189965260
SOX5ML,ENSSG321977599
STATNGP1,ENSSG519348473
CDKZOV3,ENSSG851405672
HLABPC,ENSSG022716095
BRCAOD2,ENSSG725700148
MYCPL23,ENSSG000316533
MAPKTV1,ENSSG126627786
GATAFLSP1,ENSSG743269933
TPLYZP1,ENSSG348814757
MYCY5B1,ENSSG230136323
FGFRUVOC,ENSSG919772146
BRCAPC2,ENSSG308074175
HLA6S6B,ENSSG573062526
CDKXML,ENSSG759212780
FGFR3AC,ENSSG459527693
JAK4UXP2,ENSSG932153857
MYCV0A1,ENSSG668103647
GATAOYNP1,ENSSG460963218
HBBZV2,ENSSG608272740
JAKEC2,ENSSG772556908
FGFRPLW3,ENSSG093232547
AKT3HA1,ENSSG243107855
STAT9XA1,ENSSG165247119
MAPKXJP2,ENSSG179370670
AKTHA2L,ENSSG786810206
HBBROI3,ENSSG753098085
TPINL,ENSSG839952933
JAKCV3,ENSSG076360123
MYCLE2,ENSSG886404960
TPDJ3,ENSSG301075535
EGFRJF4L,ENSSG776357300
HLA3I2P2,ENSSG697488747
SOXYTKL,ENSSG478485533
BRCANNA1,ENSSG705265834
TP3PP1,ENSSG057446779
MYCHZC,ENSSG086047815
STAT871,ENSSG864972686
FGFRQGP1,ENSSG148042563
JAK60L,ENSSG062682249
GATASL3,ENSSG027573764
FGFRUDL,ENSSG341372555
BRCA0EP2,ENSSG840360560
FGFRV8B,ENSSG187034448
HLA5D2,ENSSG605823162
JAK1FB,ENSSG293333067
SOXHR9B,ENSSG148942828
CDKAEK1,ENSSG271777321
TP6EC,ENSSG292629594
FGFR0M2,ENSSG949338039
EGFRI81,ENSSG861850171
SOXM2A1,ENSSG415381342
STATX5L,ENSSG509710944
GATA0ZB,ENSSG625882862
AKT9ZB,ENSSG758183165
GATA2FFL,ENSSG113306741
SOXLWB,ENSSG937154477
CDKOVP2,ENSSG460488970
BRCABTC,ENSSG012225974
CDK6YH3,ENSSG891023974
STAT0UKL,ENSSG423095732
EGFRVH2,ENSSG409579236
JAKC8L,ENSSG356731665
TPB1ZL,ENSSG459218937
EGFRA77C,ENSSG293659626
FGFRGA2,ENSSG888306392
SOXB4C,ENSSG866184286
HLATKC,ENSSG674020916
AKTFCKL,ENSSG264575319
MAPKW23P1,ENSSG106997318
SOXYSEB,ENSSG934227004
CDK7JB,ENSSG955640848
JAKR4NB,ENSSG301937208
HBBCCL,ENSSG418736885
BRCAJUC,ENSSG900477818
FGFRGMJ1,ENSSG707255806
CDK20IA1,ENSSG684565432
LINCVF4C,ENSSG621483032
MAPKXDYL,ENSSG460768250
HBB1A2,ENSSG119997568
MAPKK2NB,ENSSG380340832
AKTJS73,ENSSG863193834
MYC8161,ENSSG214179506
EGFRI2B,ENSSG067439216
MYCR9P1,ENSSG319764043
STAT0QL,ENSSG762658155
TPKWT2,ENSSG347300303
MAPK262,ENSSG815853037
EGFRO44A1,ENSSG850033937
HLAF1C,ENSSG376249698
JAK3JML,ENSSG451073675
CDKGNXP1,ENSSG968437922
MYCJPTB,ENSSG330524822
FGFRFTC,ENSSG936470096
FGFR6PFP1,ENSSG283800836
TPDOCA1,ENSSG469656973
AKTMWP1,ENSSG836888011
MAPK6Z1,ENSSG243711026
BRCAX6L,ENSSG987142086
HBBB0BA1,ENSSG223931877
JAK152,ENSSG464078673
GATAXXP1,ENSSG829072819
SOX1463,ENSSG838570400
EGFRQX9A1,ENSSG181363605
STATFZ53,ENSSG784006528
HLA6F2,ENSSG120628577
TP1JWA1,ENSSG806689450
BRCARFC,ENSSG525397052
BRCA6EO1,ENSSG931081240
BRCAL5TP2,ENSSG272060824
BRCA6ZLB,ENSSG340569290
JAKRV2P1,ENSSG260244390
AKT91G2,ENSSG148114321
HLA2FG3,ENSSG229652560
FGFRTHHC,ENSSG896455277
MYC6HDB,ENSSG924207812
SOXYBL,ENSSG194344668
TPGF2C,ENSSG968740624
MAPKDS0C,ENSSG440265554
HBBBDA1,ENSSG935323418
MYCL4UL,ENSSG731827098
MAPKDA8A1,ENSSG741997926
HBBB3P1,ENSSG044937416
BRCAM892,ENSSG390702373
HLARUXL,ENSSG816381770
MYCW2IP1,ENSSG234322785
JAKZLUL,ENSSG166324999
MAPKIOB,ENSSG670155354
JAKYUM2,ENSSG211440643
AKT77VC,ENSSG288422092
CDKNDP3,ENSSG318523990
CDKUSOA1,ENSSG942828834
FGFR2991,ENSSG583390831
MAPKP9A1,ENSSG114684851
BRCARR1,ENSSG473331574
EGFRSZP2,ENSSG145143098
MAPKCJYB,ENSSG369484911
FGFRYQA1,ENSSG169463247
HLAYKF2,ENSSG239214834
JAK3IP1,ENSSG019001957
JAK1M3,ENSSG855773176
FGFRWGB,ENSSG328888249
CDKGAB,ENSSG173607827
TP5K83,ENSSG778285289
HLAB4GA1,ENSSG952268186
JAKQ1B,ENSSG717649084
STATOFP1,ENSSG052602439
STATKDVL,ENSSG828712727
SOX6S2,ENSSG402469861
MYCA4UP2,ENSSG693434743
TP12P1,ENSSG956653956
HLAK82,ENSSG108232318
JAKE6EP2,ENSSG817476198
CDKGYLP1,ENSSG198555022
STAT9OI1,ENSSG036804012
EGFR0FAP1,ENSSG611954001
FGFRI7AP2,ENSSG161186282
TP10LP2,ENSSG297794041
EGFR76C,ENSSG754165741
SOXXA3B,ENSSG294281394
SOXG9QB,ENSSG491154898
HLA0HC,ENSSG239888457
LINCB28C,ENSSG668973370
JAK7FM2,ENSSG970328876
STATWO3,ENSSG171944195
SOX812,ENSSG163268567
STAT8UP1,ENSSG255673579
AKTQ2WA1,ENSSG439819705
MYCPM7L,ENSSG827100679
MYC23A1,ENSSG043918686
GATAD1A1,ENSSG946744537
LINC7LL,ENSSG399374540
TP1041,ENSSG481534273
AKTJZB,ENSSG897454119
GATAHQB,ENSSG220209312
EGFRL813,ENSSG862992565
SOX91XL,ENSSG939911067
SOXPV0P1,ENSSG705922035
SOXJNL,ENSSG334957594
MYCR1NP2,ENSSG411456687
MAPKAJ1,ENSSG689962755
HLAH4C,ENSSG223658414
MYCR921,ENSSG917847726
HBB55P2,ENSSG643236428
LINC46ZA1,ENSSG085641444
EGFRE8P2,ENSSG583719797
TPF0C,ENSSG901560924
EGFR8L3,ENSSG997362867
HBB83AA1,ENSSG276593845
MAPKVML,ENSSG518090876
SOXJ2G3,ENSSG133373774
SOXOSAP1,ENSSG486507173
AKT6C1,ENSSG724109031
AKTMJ3,ENSSG746545268
SOXFTIP1,ENSSG906995566
TP39B,ENSSG886839436
EGFRF6B,ENSSG261805354
BRCAMJDB,ENSSG826354249
TP6AVP2,ENSSG095032367
EGFR0AA1,ENSSG278443359
MAPKKQL,ENSSG833799256
GATAZ7B3,ENSSG340922037
GATADBH3,ENSSG764189124
TPVRCC,ENSSG533248027
TPYKTL,ENSSG090798600
FGFRVLP1,ENSSG037984172
HBBG0HP2,ENSSG277596041
SOXBTGA1,ENSSG298670100
STATZS3,ENSSG450671539
TPPBP1,ENSSG301211814
BRCAKSDC,ENSSG417730672
EGFRYHTC,ENSSG686154840
TPNX81,ENSSG621857201
BRCABVC,ENSSG439405290
LINC078L,ENSSG462195821
HLA0LTP2,ENSSG636443518
MAPK3SKB,ENSSG591082141
HLAMK9C,ENSSG284350700
JAKTAA1,ENSSG081612032
HBBJ7DP1,ENSSG168586398
STATXNA1,ENSSG283322460
GATA84SP2,ENSSG170920977
HBBXC6P1,ENSSG880904797
HBBO5P2,ENSSG845241241
HLADW2,ENSSG172022938
FGFR9R62,ENSSG013029572
MYC262,ENSSG194105729
SOX3TCP2,ENSSG185929524
STATPEAP1,ENSSG595109149
MAPK56P2,ENSSG690829129
AKT2MDL,ENSSG447763930
STATWRD3,ENSSG894681161
EGFRC0B,ENSSG445393206
LINCEVQP1,ENSSG637969148
MYC33K2,ENSSG018328499
CDKHGB,ENSSG379465545
HLA7Y5P1,ENSSG040478237
FGFR3FGL,ENSSG268611180
HLASBP2,ENSSG237175863
GATAA51,ENSSG954635333
JAKVCNP1,ENSSG674727821
LINCKI1L,ENSSG755084470
BRCA0JP2,ENSSG503560085
CDKLLGC,ENSSG937785476
STAT60P2,ENSSG306742678
MYCK7L,ENSSG195922928
AKTP72,ENSSG264939725
LINC3X1,ENSSG942478547
MAPKTXC,ENSSG899472175
MAPKZ91,ENSSG066921936
HLA421,ENSSG453093650
BRCAHUGL,ENSSG414910378
SOXUCOL,ENSSG183751149
GATANZC,ENSSG366622656
MAPKURC,ENSSG939958514
BRCAS6L,ENSSG851512367
LINCGMF2,ENSSG464329571
HBBMFL,ENSSG771032936
AKTJ8X1,ENSSG854751656
STAT961B,ENSSG309428301
FGFRVA5P2,ENSSG656596254
SOX262,ENSSG766233895
AKTFVLC,ENSSG508946472
HBBOKH3,ENSSG801035640
STATA5K1,ENSSG061304722
BRCAUOV1,ENSSG463872577
MAPK913,ENSSG511028523
SOXDKIP2,ENSSG988181870
FGFRLFP2,ENSSG464904448
HLASV2,ENSSG032400545
MYC2HP2,ENSSG825848728
FGFRGT3,ENSSG900419189
TP6VA1,ENSSG108649347
TP6UCA1,ENSSG980511115
TP4SHC,ENSSG258584928
MYCH4P2,ENSSG558744577
STATM3UA1,ENSSG130488127
EGFRGYA1,ENSSG879916375
CDKVRA1,ENSSG020341245
HBBYU7A1,ENSSG501740550
CDK2N1,ENSSG445334479
EGFR9VL,ENSSG705873164
AKT74P1,ENSSG568880523
STAT82SL,ENSSG142636160
BRCAWQ1,ENSSG426683919
GATAD7KC,ENSSG424127255
TPK6B,ENSSG737088312
BRCASX1,ENSSG100725323
AKTY8R1,ENSSG974707357
HBBDZ1,ENSSG361277572
AKTZQEA1,ENSSG162484667
MYCX2Z3,ENSSG659019406
FGFRT3W2,ENSSG075665063
STAT70B,ENSSG918367732
TPHP01,ENSSG028280919
CDK8S3,ENSSG152603777
GATAIVC,ENSSG590416216
EGFRAUC,ENSSG012948607
MYCZIC,ENSSG375279067
STATP9GB,ENSSG443052360
SOX1XB,ENSSG598419834
AKTVSHL,ENSSG311736706
CDKLR52,ENSSG270201058
JAKR4L,ENSSG346292742
CDKMBFA1,ENSSG418964024
EGFROC3,ENSSG169614658
EGFR6VA1,ENSSG238724122
EGFRQAC,ENSSG959075199
HBBDS3,ENSSG177413408
MAPKEDEC,ENSSG551613267
CDK5V2,ENSSG108051901
FGFR111,ENSSG897882698
FGFRSK1,ENSSG862344713
BRCAP041,ENSSG884813221
STATE3A1,ENSSG569387435
STAT0B2P2,ENSSG311609529
HLA46CL,ENSSG157829567
HBB0N9P2,ENSSG835529452
HBBHWCP1,ENSSG126665535
HBBWDL,ENSSG125969731
CDK4HP1,ENSSG732965364
GATAP3P2,ENSSG656000985
JAKZSKP1,ENSSG937031287
LINC1AWB,ENSSG909686292
STATJ0NL,ENSSG922235406
MYCWI1,ENSSG036588756
GATACFG2,ENSSG988784950
AKTB6LA1,ENSSG121339771
LINCXQB,ENSSG060608269
FGFROJV1,ENSSG663811229
HBBPYB,ENSSG951971792
EGFRMUL,ENSSG702642475
TP6GA1,ENSSG304843156
LINCGLLP1,ENSSG086510044
JAKVPQA1,ENSSG601565189
EGFRCB3,ENSSG928179310
TPI0P1,ENSSG274471908
HBBT4XC,ENSSG990067475
FGFRDRP2,ENSSG571172181
BRCAV2BC,ENSSG364682744
AKT2TF2,ENSSG347557209
BRCAGT1,ENSSG541890471
MYCXPX2,ENSSG456896111
TPECC,ENSSG801241647
TPBHB,ENSSG764445080
EGFRJ9P1,ENSSG367820346
AKTBM3,ENSSG217777570
FGFRW19P1,ENSSG447624645
TPBI5P1,ENSSG161836145
GATAUKYL,ENSSG150925721
LINCFS6A1,ENSSG180039293
FGFRYF3A1,ENSSG163082570
SOXMT71,ENSSG153171020
MYCK51,ENSSG594248928
STAT0AXA1,ENSSG732525674
GATA7U7B,ENSSG184576667
LINC39VL,ENSSG426945330
HBBGR3C,ENSSG018805309
SOX43FC,ENSSG414915527
FGFRIR1,ENSSG520310705
LINCJEL,ENSSG436162909
STATZ71,ENSSG181057675
BRCA3E31,ENSSG622236513
BRCA1NB,ENSSG602500002
CDKQI2,ENSSG265648752
AKTCTIB,ENSSG590168193
CDKV42,ENSSG455822543
JAKIF1,ENSSG972623859
LINCF12,ENSSG736434577
CDK5XB,ENSSG505659903
GATAVG9C,ENSSG952237333
CDK7BL,ENSSG117933896
BRCAWQC,ENSSG362661197
SOXM3P2,ENSSG210452846
BRCAW72P1,ENSSG696878357
HLA5SP2,ENSSG468026030
HBB8O5P2,ENSSG383810618
JAK2XX2,ENSSG025822092
SOXC82L,ENSSG152537804
HLAN12,ENSSG101117434
BRCAH5ZB,ENSSG946071732
BRCAOK2,ENSSG874936443
MAPKYUL,ENSSG069983826
JAKU0P1,ENSSG752498468
CDKLLL,ENSSG259633427
BRCA6I1,ENSSG373692923
MAPKO52B,ENSSG698813206
AKTXFB,ENSSG039455346
FGFR4PKP2,ENSSG741248036
HBBADJA1,ENSSG985462487
LINCN8G2,ENSSG661173436
AKTOAFL,ENSSG899006154
STATUM1,ENSSG555501735
CDK79VP2,ENSSG360053144
